noun,type
littleton,0
litty,0
live,0
lives,0
living,0
livingroom,3
lixia,0
liz,0
liza'house,3
lizzie,0
ljnda,0
llano,0
lma,0
ln,0
loacation,2
loaction,0
load,0
loading,0
loads,0
loaf,0
loan,0
loation,2
lobbies,0
lobby,0
lobster,0
loc,0
locaation,2
locaction,2
locaiton,2
local,0
locale,2
locales,2
localities,0
locality,2
localization,0
locals,2
localtion,2
locataion,2
locatation,2
locate,0
located,0
locatin,2
locating,3
locatio,0
locatioin,2
location,2
location-,2
location--,2
location---,2
location--3-min,2
location!,2
location!!your,2
location!check,2
location(close,2
location+neighborhood,2
location~,2
locationit,2
locations,2
locaton,2
locatuon,2
locay,0
loccation,2
lock,0
lockbox,0
lockboxes,0
lockdown,0
locker,0
lockerbox,0
lockers,3
lockhart,0
lockheart,0
locks,0
locksafe,0
locksmith,0
locstions,0
loctiaon,2
loction,2
lodge,0
lodging,0
lodgings,0
loft,0
loft-,0
lofts,0
loftsmade,0
log,0
logan,1
loge,0
logeren,0
loggia,0
logging,0
logic,0
logistics,0
lohmans,0
loie,0
loistava,0
lokation,0
lol,0
lola,0
lollll,0
london,3
londonderry,0
long,0
longboards,0
longneck,0
longterm,0
longwharf,0
longwood,0
loo,0
loofa,0
look,0
looking,0
lookout,0
looks,0
loop,0
loopafstand,0
lore,0
lorelei,0
lori,0
lorie,0
lorna,0
loro,0
lorrain,0
lorraine,0
loss,0
lost,0
lot,0
lotion,0
lots,0
lottery,0
loud,0
loudly,0
loudness,0
louie,0
louis,0
louisa,0
louisiana,0
lounge,3
loungers,0
lounges,0
lovation,0
love,0
love-,0
loved,0
loveee,0
loveliness,0
lovell,0
lovely,0
lovesac,0
loveseat,0
loveseats,0
lovley,0
low,0
low-60s,0
lowell,0
lozcation,2
lr,0
ltaly,0
lu,0
lucia,0
lucian,0
luciano,0
lucians,0
luck,0
lucy,0
lue,0
luft,0
luggage,0
luggages,0
luis,0
luisa,0
luke,0
luling,0
lulling,0
lulu,0
luminescence,0
lump,0
lumpy,0
luna,0
lunch,0
lunchtime,0
lunghi,0
lungs,0
lurch,0
lusso,0
luxury,0
lyft,0
lyfts,0
lygia,0
lynda,0
lynel,0
lynelle,0
lynley,0
lynn,0
lynne,0
lynnfield,0
lynnway,0
lynt,0
lynwood,0
lyra,0
lyralen,0
m,0
m.,0
m'a,0
m’head,0
m1,0
m2,0
m3,0
m4,0
m9,0
ma,0
maanie,1
mablehead,0
mac,0
macaroons,0
macbook,0
macbooks,0
macchina,0
machine,0
machines,0
machst,0
macht,0
madbury,0
maddie,0
maddy,0
madeleine,0
madeleine'house,0
madison,1
madness,0
madrid,0
madrona,0
magasin,0
magazin,0
magazine,0
magazines,0
magdalena,0
maggi,0
maggie,0
magnets,0
magnificant,0
magnificence,0
magnitudes,0
magnolia,0
mahi,0
mai,0
maia,0
maid,0
maids,0
mail,0
mailbox,0
mailboxes,0
mailroom,3
mails,0
main,0
maine,0
mainfloor,0
mainland,0
mainstreet,2
maintainance,0
maintainig,0
maintaining,0
maintenance,0
maison,0
maite,0
major,0
majority,0
make,0
maker,0
makes,0
makeup,0
making,0
makkelijk,0
malden,0
maldent,0
malfunction,0
mali,0
malign,0
mall,0
malls,0
mam,0
mamacita,0
man,0
management,0
manager,0
mancanza,0
manchaca,0
manchaster,1
manchester,1
mandarin,0
mandres,0
mandy,0
maneuver,0
manfold,0
mangiare,0
mangolia,0
manhattan,0
maniera,0
mankind,0
manlove,0
mannee,0
manner,0
mannerisms,0
manners,0
manomet,0
manor,0
manpreet,0
manse,0
mansfield,0
mansion,0
mantel,0
mantelpiece,0
mantle,0
mantlepiece,0
manual,0
manual/,0
manuel,0
manuela,0
manuscript,0
manwich,0
map,0
maple,0
maples,0
maps,0
marathon,0
marble,0
marbleahed,0
marblehead,0
marblehead-,0
marblehood,0
marc,0
marcella,0
march,0
march-2017,0
march/2015,0
marcher,0
marcia,0
marcie,0
marco,0
marco‘s,0
marcos,0
marcus,1
marden,0
mare,0
marfa,0
marga,0
margaret,0
margarets,0
margaux,0
margo,0
margrit,0
mari,0
maria,0
mariana,0
marianna,0
marie,0
marielles,0
marilyn,0
marina,0
marina-,0
marine,0
marino,0
marion,0
marisa,0
marisa'apt,0
marj,0
mark,0
marker,0
market,0
marketing,0
marketplace,4
markets,0
marko,0
markos,0
marks,0
marla,0
marlboro,0
marlborough,1
marlbourough,1
marlo,0
marquee,0
marriage,0
marriot,0
marriott,0
marsh,0
marshalls,0
marshes,0
marshfield,0
marshland,0
marshmallow,0
marshmallows,0
mart,0
martha,0
marti,0
martin,0
martindale,0
martinique,0
marvel,0
marvelous,0
mary,0
maryann,0
maryanne,0
maryland,0
marylin,0
mas,0
masachussets,0
masha,0
mask,0
mass,0
mass.,0
massabesic,0
massachuasetts,1
massachusetts,0
massachusetts--,1
massachusset,0
massachussets,0
massachussetts,0
massages,0
massatusis,0
masses,0
massimo,0
masspike,0
master,0
masterbath,0
masterbedroom,3
masters,0
mat,0
matapan,0
matapoisett,0
matblehead,0
mate,0
mateo,0
material,0
materials,0
mates,0
math,0
matin,0
matkaa,0
matrace,0
matress,3
matresses,0
matriarch,0
mats,0
matt,0
mattapan,0
mattapoiset,0
mattapoisett,0
matter,0
matters,0
matthew,0
matthews,0
mattres,0
mattress,3
mattresses,0
matttress,0
maui,0
maureen,0
maus,0
maverick,0
max,0
maximum,0
maxx,0
may,0
may.,0
may'2016,0
maya,0
mayah,0
mayank,0
mayflower,0
mayhem,0
maynard,0
mayo,0
maze,0
mazes,0
mb,0
mba,0
mbps,0
mbr,0
mbta,4
mcdonald,4
mckeenas,0
mcm,0
mcmahan,0
mdw,0
me,0
meadow,0
meadows,0
meal,0
meals,0
mean,0
meaning,0
meanings,0
means,0
meantime,0
meanwhile,0
meassure,0
measure,0
measures,0
meatballs,0
meats,0
mecca,0
mechanics,0
mechanism,0
mecheng,0
medals,0
medfied,0
medfield,1
medfor,0
medford,0
medford-,0
medgyne,0
media,0
median,0
medical,0
medication,0
medici,0
medicine,0
medicines,0
meditation,0
meditations,0
mediterranean,0
medium,0
mediums,0
medley,0
medord,0
medway,0
meegan,0
meet,0
meeting,0
meetings,0
meetups,0
megabus,0
megan,0
meglio,0
mehmet,0
mehr,0
meighborhood,2
meighbourhood,2
meinem,0
meiner,0
meist,0
mel,0
melanie,0
melinda,0
melissa,0
melody,0
melon,0
melrose,0
melting,0
melville,0
member,0
membership,0
même,0
memoir,0
memorabilia,0
memorable,0
memories,0
memory,0
men,0
mention,0
menu,0
menus,0
mer,0
meravigliosa,0
mercato,0
mercedes,0
mercer,0
mercial,0
mercy,0
meredith,0
meri,0
meridian,0
meridien,0
meriem,0
merit,0
merits,0
merrie,0
merrimac,0
merrimack,0
mesh,0
meson,0
mess,0
message,0
message-,0
messager,0
messages,0
messaggi,0
messaging,0
messenger,0
metal,0
metaphysics,0
metehan,0
meter,0
meters,0
metford,0
method,0
methuen,0
metres,0
metric,0
metro,0
métro,0
metroplex,0
metropolis,0
metrorail,0
metrowest,0
metto,0
metv,0
meuller,0
meulller,0
mexican,0
mexico,0
mezzanine,0
mgh,0
mgt,0
mh,0
mia,0
miami,1
micah,0
mice,0
mich,0
michael,0
michael&chen,0
michaels,0
micheal,0
michele,0
michelle,0
michelles,0
michigan,0
micki,0
micro,0
microhouse,0
microphone,0
microseconds,0
microwave,0
mid,0
mid-20,0
mid-20s,0
mid-40,0
mid-60s,0
mid-70s,0
mid-80,0
mid-80s,0
mid-90,0
mid-90s,0
midafternoon,0
midcentury,0
midday,0
midde,0
middle,0
middle-,0
middleboro,0
middleborough,0
middles,0
middleton,0
midjuly,0
midland,0
midle,0
midnight,0
midnight'ish,0
midst,0
midstream,0
midtown,0
midweek,0
midwest,0
midwinter,0
midzt,0
miellyttävä,0
mieux,0
mig,0
might,0
mike,0
mikes,0
mikhail,0
mikitsy,0
milan,0
mildew,0
mile,0
miles,0
milford,0
milieu,0
milion,0
military,0
milk,0
mill,0
millennium,0
miller,0
milliom,0
million,0
million-,0
millis,0
millisecond,0
mills,0
milton,0
mimi,0
mimosas,0
mims,0
min,0
mind,0
minds,0
mindset,0
mine,0
minga,0
miniature,0
miniatures,0
minibar,0
minifridge,0
minimalism,0
minimalist,0
minimoon,0
minimum,0
mining,0
minivan,0
minneapolis,1
minnesota,0
minnie,0
minority,0
mins,0
mintes,0
minuets,0
minus,0
minuses,0
minute,0
minuten,0
minutes,0
minutes-,0
minutes!!,0
minuti,0
minuts,0
mir,0
miranda,0
mireille,0
miriam,0
miriams,0
mirror,0
mirrors,0
mirt,0
mis,0
miscellanies,0
miscommunication,0
miscommunications,0
misery,0
mises,0
misfortune,0
misha,0
mishap,0
misrepresentation,0
mission,0
misstep,0
mist,0
misunderstanding,0
mit,0
mite,0
mitte,0
mitten,0
mix,0
mixtape,0
mj,0
mlk,0
mmairstream,0
mmg,0
mmm,0
mn,0
mng-,0
mns,0
mnts,0
mob,0
mobile,0
mobility,0
möchte,0
mode,0
model,0
modeling,0
modem,0
moderation,0
modern,0
modernity,0
modes,0
modification,0
modo,0
moe,0
möglich,0
mohsen,0
mold,0
molding,0
moldings,0
molly,0
molto,0
mom,0
moment,0
momento,0
moments,0
mon,0
monday,0
mondays,0
money,0
monica,0
monique,0
monitor,0
monority,0
monsoons,0
monta,0
montage,0
montana,0
montgomery,1
month,0
month-,0
monthly,0
months,0
monthsa,0
montiert,0
montreal,0
montrose,0
monty,0
monument,0
monuments,0
mood,0
moody,0
mooie,0
moon,0
moonlight,0
moonshiner,0
mooring,0
moorings,0
moovie,0
mopac,0
moquette,0
mordecai,0
morgan,0
morgenstunden,0
moring,0
morn,0
mornig,0
morninf,0
morning,0
morning-,0
morning--,0
morning!)when,0
morning.(still,0
morning(drip,0
morning(i,0
morning(which,0
morning)and,0
morning/,0
mornings,0
mornings-,0
morningtime,0
mornng,0
morrning,0
mos,0
mosaics,0
moscato,0
mosquito,0
mosquitoes,0
mosquitos,0
motel,0
motelcamper,0
motels,0
mother,0
mothertongue,0
motif,0
motion,0
motorbike,0
motorcycle,0
motorcycles,0
motorhome,0
motorway,0
mould,0
mound,0
mount,0
mountain,4
mountains,4
mountainside,0
mourning,0
mournings,0
mouse,0
mouth,0
mouthes,0
mouths,0
move,0
movement,0
movements,0
movers,0
moves,0
movie,0
movie~,0
movies,0
movimentato,0
moving,0
mozarts,0
mpta,0
mr,0
mrng,0
ms,0
msg,0
msgs,0
msp,0
msttress,0
mta,0
mtba,0
mts,0
mtv,0
muck,0
mud,0
mudder,0
muddy,0
mudflats,0
mudroom,0
mueller,0
muffins,0
mug,0
mugford,0
muggy,0
mugs,0
muhamed,0
muhammad,0
mukava,0
mule,0
mullen,0
muller,0
multi,0
multiple,0
multiplex,0
multistory,0
multitude,0
multiverse,0
mum,0
munch,0
munchies,0
mundo,0
munication,0
munich,0
munsey,0
muqueca,0
mural,0
murals,0
murder,0
murray,0
muscles,0
museum,0
museums,4
mush,0
mushhoor,0
music,0
music-,0
musicale,0
musicians,0
musste,0
must,0
musty,0
mute,0
muzzle,0
mx,0
myers,0
myriad,0
myrna,0
myrtle,0
mystic,0
myyntiin,0
n,0
n.h.,0
n.y.c.,1
n'a,0
n'avait,0
n'est,0
n'hood,2
n’hood,0
n64,0
na,0
naamen,0
nabe,0
naberhood,2
nabourhood,2
nachbarschaft,0
nachbarstrasse,0
nachfragen,0
nacho,0
nacht,0
nader,0
nahant,0
nähe,0
näheren,0
naigberhod,2
naighborhood,2
nail,0
nails,0
nair,0
najat,0
name,0
names,0
nancy,0
nanette,0
nanosecond,0
nantasket,0
nantucket,0
naoual,0
nap,0
napkin,0
napkins,0
nappies,0
naps,0
narcotics,0
narrative,0
narrowness,0
nashua,0
nashville,0
natalia,0
natalie,0
natasha,0
natashas,0
nate,0
natercia,0
nathan,0
natick,0
nation,0
natur,0
natural,0
naturalness,0
nature,0
nav,0
navas,0
navasota,0
navigate,0
navigating,0
navigation,0
navy,0
nb,0
nbd,0
nbpt,0
nc,0
nd,0
ne,0
neaborhood,2
neal,0
near,0
nearish,0
neature,0
nebenstraße,0
necesites,0
nécessaire,0
necessarie,0
necessaries,0
necessità,0
necessities,0
necessity,0
neches,0
neck,0
necklace,0
nectar,0
ned,0
nederlands,0
need,0
needham,1
needles,0
needs,0
neeraj,0
negative,0
negatives,0
neghborhhod,2
neghborhood,2
neghbourhood,2
negotiation,0
neha,0
nehmen,0
neiberhood,2
neiborghood,2
neiborhood,2
neibourghood,2
neibourhood,2
neibourhoud,2
neigbborhood,2
neigbhorhood,2
neigboorhood,2
neigborhood,2
neigbourgh,2
neigbourhood,2
neighb,2
neighbarhood,2
neighberhood,2
neighbhorhood,2
neighbiehood,2
neighbirhood,2
neighbodhood,2
neighboehood,2
neighbohood,2
neighbood,2
neighboohourd,2
neighboor,2
neighboord,2
neighboorgh,2
neighboorhod,2
neighboorhood,2
neighboorhoods,2
neighboorod,2
neighbor,2
neighborbood,2
neighbordhood,2
neighborehood,2
neighborghood,2
neighborgood,2
neighborhhod,2
neighborhhood,2
neighborhod,2
neighborhodd,2
neighborhoid,2
neighborhold,2
neighborhood,2
neighborhood-,2
neighborhood--,2
neighborhood/,2
neighborhoodand,2
neighborhoodi,2
neighborhoods,2
neighborhoom,2
neighborhoood,2
neighborhoud,2
neighboring,2
neighborood,2
neighboroud,2
neighborough,2
neighboroughood,2
neighbors,2
neighbouhood,2
neighbour,2
neighbourbhood,2
neighbourbood,2
neighbourghood,2
neighbourhood,2
neighbourhood-,3
neighbourhood!thank,2
neighbourhoodf,2
neighbourhoods,2
neighbourhoud,2
neighbouring,2
neighbourood,2
neighbours,2
neighbouthood,2
neighbuorhood,2
neighburhood,2
neigherhood,2
neighhood,2
neighnorhood,2
neighnourhood,2
neighorhood,2
neighourhood,2
neighrborhood,2
neightborhood,2
neightbour,2
neightbourhood,2
neightbours,2
neighwood,2
neigjborhood,2
neigjbourhood,2
neignborhood,2
neihborhood,2
neihbourghood,2
neihbourhood,2
neihgbourhood,2
neirbohood,2
neirboorhood,2
neirborhood,2
nel,0
neogh,0
neoghborhood,2
nepal,0
neptune,0
nerd,0
nero,0
nerves,0
nes,0
ness,0
nest,0
nest-,0
net,0
netflicks,0
netflix,0
netflx,0
netherlands,0
nets,0
netting,0
network,0
networks,0
neu,0
neughbourhood,2
neuroscience,0
neutrals,0
nevada,0
never,0
neverland,0
new,0
newberry,0
newborn,0
newbourhood,2
newburport,1
newburry,0
newburryport,1
newbury,1
newburyport,0
newbuyrport,0
newcastle,0
newcomers,0
newengland,0
newfield,0
newington,0
newmarket,0
newport,1
newportbury,0
news,0
newspaper,0
newspapers,0
newton,1
newtonville,0
newtown,0
newyork,0
next,0
nh,0
niagra,0
nibbles,0
nice,0
nicer,0
nicest,0
niceties,0
niche,0
niches,0
nicholas,0
nicht,0
nick,0
nickerson,0
nicks,0
nicola,0
nicole,0
nicu,0
nido,0
nieghboorhood,2
nieghborhood,2
nieghbourhood,2
niets,0
nigh,0
nighberhood,2
nighbourhood,2
night,0
night-,0
night.(i,0
night.buy,0
night(9,0
night)oh,0
nightcap,0
nightclub,4
nightlife,0
nightmare,0
nights,0
nightstand,0
nightstands,0
nighttime,0
nigts,0
nikita,0
nikki,0
nikos,0
nili,0
nimco,0
nina,0
nineties,0
ning,0
nini,0
nintendo,0
nipple,0
niru,0
nirvana,0
nite,0
nj,0
nm,0
nneighborhood,2
no2,0
nob,0
noch,0
noche,0
noelle,0
noggin,0
noght,0
noi,0
noice,0
noise,0
noise-,0
noisemaker,0
noises,0
nola,0
nonantum,0
none,0
nonna,0
nonstop,0
noob,0
noodle,0
nook,0
nooks,0
noon,0
noon-4,0
nor'easter,0
nora,0
norfolk,0
norman,0
north,0
northampton,0
northboro,0
northeast,0
northeastern,0
northend,0
northloop,0
northshore,0
northside,0
northstation,0
northwest,0
northwood,0
norumbega,0
norway,0
norwell,0
norwood,0
nose,0
nostalgia,0
nostrils,0
not,0
notch,0
note,0
notebook,0
notepad,0
notes,0
nothing,0
notice,0
notices,0
notification,0
notifications,0
notifying,0
notion,0
notte,0
nottingham,1
nouveau,0
nov,0
nov.,0
novel,0
novels,0
novelty,0
november,0
now,0
noyes,0
nozzle,0
ntheir,0
nuances,0
nude,0
nuit,0
nullifies,0
number,0
numbering,0
numberpad,0
numbers,0
numerals,0
numlocks,0
nur,0
nursery,0
nurturing,0
nutrition,0
nuts,0
nutshell,0
ny,0
nyc,1
nye,0
nz,0
o,0
o.k,0
o'clock,0
oace,0
oak,0
oakland,0
oaks,0
oart,0
oasis,0
oasis-,0
oatmeal,0
oberen,0
objection,0
objective,0
obligations,0
observation,0
observations,0
observatory,0
obst,0
obv,0
oc,0
ocasions,0
ocassion,0
ocassions,0
occasion,0
occasion-,0
occasions,0
occassion,0
occassions,0
occation,0
occations,0
occupancy,0
occupant,0
occupants,0
occurrences,0
ocean,0
oceanfront,0
oceans,0
oceanside,0
oct,0
oct.,0
october,0
october-,0
oder,0
odes,0
odeur,0
odor,0
odors,0
oeste,0
of,0
off,0
offense,0
offer,0
offering,0
offerings,0
offers,0
office,0
offices,0
offing,0
offseason,0
offshoot,0
ogni,0
ogonquit,0
ogunquit,0
ohio,0
ohne,0
ohut,0
oictures,0
oil,0
oils,0
oinment,0
ointment,0
oiseaux,0
oit,0
ok,0
oklahoma,0
olca,0
old,0
oldness,0
olena,0
olga,0
olive,0
oliver,0
olivia,0
olman,0
olnine,0
oltorf,0
olympics,0
olympus,0
omelet,0
omelette,0
on,0
oncet,0
oncology,0
one,0
oneida,0
ones,0
onion,0
online,0
ons,0
onset,0
oom,0
oozing,0
op,0
open,0
opener,0
opening,0
openings,0
opera,0
operate,0
operation,0
operations,0
opgenomen,0
opiates,0
opinion,0
opinion)is,0
opinions,0
opion,0
opnion,0
oportunity,0
oppinion,0
opportunities,0
opportunity,0
opposite,0
opposites,0
oprah,0
ops,0
optimal,0
option,0
options,0
or,0
orando,0
orange,0
orchard,0
orde,0
ordeal,0
order,0
order-,0
order--,0
order---,0
ordering,0
orderof,0
ordinato,0
ordine,0
ordnung,0
oregon,0
oreillers,0
organisation,0
organising,0
organization,0
organization-,0
organizations,0
organizers,0
organizing,0
organizzato,0
orient,0
oriental,0
orientation,0
orienting,0
origin,0
original,0
orla,0
orlando,1
orleans,0
orthotics,0
orwell,0
osaré,0
oscar,0
oslo,0
osman,0
ospiti,0
others,0
otherside,0
otherways,0
ottawa,0
ottima,0
ottimo,0
ottoman,0
ou,0
oude,0
ounce,0
ours,0
ousbon,0
ouskirts,0
out,0
out｡周边社区有点旧了,0
out)-,0
outage,0
outback,0
outbuilding,0
outcome,0
outcomes,0
outcrop,0
outdoor,2
outdoors,0
outers,0
outfit,0
outfits,0
outfitters,0
outhouse,0
outing,0
outings,0
outlet,0
outlets,0
outline,0
outlook,0
outpost,0
outreach,0
outros,0
outs,0
outside,0
outskirt,0
outskirts,0
oven,0
ovenware,0
over,0
overal,0
overall,0
overdrive,0
overhang,0
overhead,0
overlap,0
overload,0
overlook,0
overlooks,0
overnight,0
overpass,0
oversight,0
overtime,0
overview,0
own,0
own-,0
own(alissa,0
owner,0
owners,0
ownership,0
oxford,0
oyster,0
p,0
p.,0
p.3,0
p.6,0
p.m.,0
p1,0
pa,0
pace,0
paces,0
pack,0
pack'n'play,0
package,0
packages,0
packaging,0
packet,0
packets,0
packing,0
packnplay,0
packs,0
pad,0
paddleboard,0
paddleboat,0
paddling,0
paddy,0
padlock,0
pads,0
page,0
page-,0
pages,0
paige,0
pail,0
pain,0
painkillers,0
painless,0
paint,0
painting,0
paintings,0
pair,0
pairs,0
pajamas,0
palace,0
palettes,0
pallet,0
pallets,0
palm,0
pam,0
pamphlet,0
pamphlets,0
pan,0
panama,0
pancake,0
pancakes,0
panda,0
pandora,0
pane,0
panel,0
paneling,0
panels,0
panic,0
pans,0
pantries,0
pantry,0
pants,0
paola,0
paper,0
papers,0
paperwork,0
par,0
parade,0
paradise,0
paragraph,0
paragraphs,0
parallel,0
parallelstrasse,0
parameter,0
parameters,0
paramount,0
parc,0
parce,0
parcel,0
parch,0
parent,0
parents,0
paris,1
park,0
park.we,0
parkade,0
parkanlage,0
parken,0
parker,0
parking,0
parking-,0
parkings,0
parkland,0
parks,4
parkway,0
parkwood,0
parlor,0
parlour,0
part,0
parte,0
partenza,0
particles,0
particolare,0
particular(over,0
particulars,0
particuler,0
parties,0
partner,0
partners,0
parts,0
partway,0
party,0
party--,0
partying,0
pas,0
pasadena,0
pass,0
passage,0
passages,0
passageway,0
passait,0
passcode,0
passcontrol,0
passeggiata,0
passers,0
passes,0
passing,0
passings,0
passion,0
passions,0
password,0
passwords,0
past,0
past-,0
pasta,0
paste,0
pastello,0
pastels,0
pastime,0
pastor,0
pastries,0
pastry,0
pasts,0
pasture,0
pastures,0
patackaway,0
patch,0
patches,0
path,0
paths,2
pathway,2
pathways,0
patience,0
patients,0
patio,3
patios,0
patioset,0
patrice,0
patricia,0
patrick,0
patrio,0
patriot,0
patrol,0
pats,0
pattern,0
patterson,0
patti,0
patties,0
patty,0
paul,0
paula,0
paulina,0
pauline,0
paulo,0
pauls,0
pause,0
pavement,0
pavilion,0
pavillion,0
paw,0
pawtuckaway,0
pay,0
payé,0
payment,0
paypal,0
paz,0
pb,0
pbs,0
pc,0
pcitures,0
pdf,0
pea,0
peabody,0
peace,0
peace-,0
peacefulness,0
peach,0
peak,0
peanut,0
pearl,0
pearls,0
peasy,0
pebbles,0
pecans,0
peddler,0
pedernales,0
pedestal,0
pedestrian,0
pedicab,0
pedicabs,0
pedro,0
pee,0
peeps,0
peggy,0
pegs,0
peice,0
pelham,0
pembroke,0
pen,0
penchants,0
pencil,0
pendant,0
penetration,0
penhallow,0
peninsula,0
peninsular,0
penisola,0
pennies,0
pennsylvania,0
penny,0
pens,0
pension,0
pensions,0
penthouse,0
peope,0
people,0
people´s,0
peoples,0
pepe,0
peperell,0
pepperell,0
percent,0
percentile,0
perception,0
perch,0
perches,0
perd,0
perdenales,0
perdicament,0
perfect,0
perfection,0
perfekt,0
perfetta,0
performance,0
pergola,0
periferia,0
peril,0
perimeter,0
period,0
periodi,0
periods,0
periphery,2
perk,0
perkins,0
perley,0
permises,0
permission,0
permissions,0
permit,0
permits,0
però,0
person,0
person-,0
person--,0
person(place,0
personalities,0
personality,0
persone,0
persons,0
perspective,0
peru,0
pet,0
pete,0
peter,0
pets,0
peu,0
peut,0
pflugerville,0
pfluggerville,0
pfugerville,0
phase,0
phases,0
phenomenal,0
phenomenon,0
phil,0
philadelphia,0
philip,0
philippines,0
phillips,0
philly,0
philosophy,0
phoenicia,0
phoenix,1
phone,0
phone)march,0
phones,0
phonograph,0
photo,0
photo!hank,0
photo'd,0
photoes,0
photograph,0
photographers,0
photographs,0
photography,0
photos,0
photos-,0
photos--,0
photoshop,0
phrase,0
phyliss,0
physicians,0
pi,0
piace,0
piacevole,0
pianist,0
piano,0
piazza,0
pic,0
pica,0
pick,0
pickie,0
pickle,0
pickles--,0
pickney--,0
picknick,0
picks,0
pickup,0
pickups,0
picnic,0
picnics,0
picrures,0
pics,0
pictuces,0
picture,0
picture-,0
pictures,0
pictures-,0
pictures--,0
pictures?,0
pictures….if,0
pictures)—was,0
pictures~,0
picturesqe,0
picturesque,0
picures,0
picutres,0
pie,0
piece,0
pieces,0
piedra,0
piena,0
pieno,0
pier,0
piers,0
piertsmouth,0
pies,0
pig,0
pike,0
pile,0
piles,0
pilgrimage,0
pilings,0
pillar,0
pillow,0
pillowcase,0
pillowcases,0
pillows,0
pilot,0
pin,0
pinch,0
pines,0
pinewoods,0
ping,0
pinnacle,0
pinterest,0
pinturas,0
pioveva,0
pipe,0
pipes,0
piping,0
pipings,0
pit,0
pitbulls,0
pitch,0
pitcher,0
piter,0
pits,0
pittsburgh,1
pity,0
più,0
pix,0
pixie,0
pizza,0
pj,0
pjs,0
pkg,0
pkymouth,0
pl,0
plaats,0
placard,0
placating,0
place,0
place-,0
place(checked,0
placebo,0
placemats,0
placement,0
placements,0
places,2
plage,0
plaid,0
plain,0
plains,0
plaisir,0
plan,0
plane,0
planes,0
planet,0
plank,0
planks,0
planning,0
plans,0
plant,0
planter,0
planters,0
plants,0
plaque,0
plaster,0
plastic,0
plate,0
plates,0
platform,0
platforms,0
platter,0
platters,0
platz,0
play,0
player,0
players,0
playground,0
playgrounds,0
playhouse,0
playing,0
playlist,0
playoffs,0
playpen,0
playroom,3
plays,0
playscape,0
playset,0
playstation,0
playtime,0
playyard,2
plaza,0
plaza.kind,0
pleasant,0
pleasantries,0
pleasure,0
pleather,0
plenty,0
plethora,0
plex,0
plfugerville,0
plimouth,0
plops,0
plot,0
plug,0
plugs,0
plum,0
plumber,0
plumbing,0
plunger,0
plus,0
plush,0
plymouth,0
plymouth-,0
plympton,0
plytmouth,0
plywood,0
pm,0
poach,0
poarch,3
pochissimo,0
pocket,0
pocketbook,0
pockets,0
poco,0
pocus,0
pod,0
podcast,0
podium,0
pods,0
poetry,0
poin5,0
point,0
point-,0
pointe,0
pointers,0
points,0
pokemon,0
pokémon,0
poland,0
polaris,0
pole,0
poles,0
police,0
policies,0
policy,0
politics,0
pollen,0
polly,0
polyester,0
pond,0
ponds,0
pong,0
pontoon,0
poo,0
pooch,0
poodle,0
pooja,0
pool,0
pool-,0
poolhouse,0
pools,4
poop,0
poops,0
pop,0
popcorn,0
popcorns,0
popeye,0
popping,0
popponosset,0
popularity,0
population,0
porch,0
porch-,3
porch!you,0
porch(es,0
porches,0
porchfest,0
porpuse,0
porrsmoth,0
porsche,0
porsmouth,1
porstmouth,0
port,0
porta,0
portal,0
portchester,0
porter,0
portfolio,0
portion,0
portions,0
portland,0
portrayal,0
portrays,0
ports,0
portsmith,0
portsmout,0
portsmouth,1
portsmouth-,0
portugal,0
portuguese,0
poser,0
poses,0
posing,0
position,0
positions,0
positiva,0
positive,0
positives,0
positivity,0
positon,0
posizione,0
possession,0
possessions,0
possibilities,0
post,0
postage,0
postbox,0
postcard,0
poster,0
posters,0
posting,0
posting-,0
postings,0
postion,0
postmouth,0
posto,0
posts,0
posture,0
pot,0
potential,0
potes,0
potessi,0
potluck,0
pots,0
potter,0
pottery,0
potty,0
pouffes,0
pound,0
pounds,0
pourch,0
pouvait,0
pouvoir,0
powderhouse,3
power,0
powerdrill,0
powers,0
prachtige,0
practicalities,0
practicality,0
practice,0
practices,0
prague,0
prairie,0
praises,0
pratap,0
prataps,0
prayers,0
precinct,0
precision,0
predicament,0
prefect,0
prefer,0
preference,0
preferences,0
pregnancy,0
prem,0
premesis,0
premise,0
premises,0
premises-,0
premisis,0
premiss,0
premisses,0
premium,0
premo,0
prep,0
preparation,0
preparations,0
preperation,0
preschool,0
presence,0
present,0
presentation,0
presentations,0
presents,0
preservation,0
preserve,0
press,0
presses,0
pressure,0
prestito,0
pretence,0
pretenses,0
pretext,0
prettiest,0
prevention,0
preview,0
prezza,0
price,0
price-,0
price!!check,0
price(this,0
priceline,0
prices,0
pricing,0
prictures,0
pride,0
prima,0
primark,0
prime,0
prince,0
princess,0
principal,0
principle,0
principles,0
print,0
printer,0
printout,0
prio,0
priorities,0
priority,0
priscilla,0
prison,4
pristine,0
prius,0
privacy,0
privat,0
privata,0
privato,0
prix,0
priya,0
prize,0
pro,0
prob,0
probability,0
problem,0
problèmes,0
problemlos,0
problems,0
procces,0
proce,0
procedure,0
procedure-,0
procedures,0
proceedings,0
proceedure,0
process,0
process-,0
processes,0
proclivities,0
produce,0
product,0
production,0
productions,0
products,0
proerty,0
profession,0
professionalism,0
profile,0
profile-,0
profiles,0
program,0
programming,0
programs,0
progress,0
project,0
projecter,0
projector,0
projectors,0
projects,0
projects-,0
