word,freq,is_it_safe,describing_neighborhood
everything directly fingers incredible,1,-1,-1
very needs central,1,-1,-1
so many yummy italian restaurants,1,-1,-1
right shops next incredible,1,-1,-1
nice station neighborhood,1,-1,-1
crossing stops subway,1,-1,-1
great house close,1,-1,-1
just attraction ride,1,-1,-1
more rooms,1,-1,-1
it really us around get easy,1,-1,-1
quick gardens station walk,1,-1,-1
eggs everything,1,-1,-1
trip so much more enjoyable,1,-1,-1
!very me interesting,1,-1,-1
when we wanted,1,-1,-1
very early awake,1,-1,-1
close stations,1,-1,-1
convenient public downtown transit,1,-1,-1
close buses,1,-1,-1
minimalist,1,-1,-1
receptionist coffee,1,-1,-1
!that much,1,-1,-1
!yard much,1,-1,-1
short gloucester drive,1,-1,-1
perfect short spots walk getaway,1,-1,-1
you access like,1,-1,-1
us ride having,1,-1,-1
when estate attending,1,-1,-1
very good great shopping,1,-1,-1
excellent super clean unit,1,-1,-1
restaurants lots just short away walk,1,-1,-1
music school,1,-1,-1
boston exploring,1,-1,-1
when you together housemates get want,1,-1,-1
enough gather large,1,-1,-1
heavily gentrified,1,-1,-1
beautiful nice vibe neighborhood,1,-1,-1
very it market close 's nice,1,-1,-1
!more downtown,1,-1,-1
amenities identical,1,-1,-1
games couple,1,-1,-1
very sq convenient,1,-1,-1
many beautiful around houses,1,-1,-1
so dreamy,1,-1,-1
anywhere too walk easy,1,-1,-1
shower fantastic money value host,1,-1,-1
transportation forms,1,-1,-1
houses blocks,1,-1,-1
enough pretty much everywhere walk close,1,-1,-1
real advantage,1,-1,-1
so parks close,1,-1,-1
very nice town part,1,-1,-1
kendall ideal,1,-1,-1
fantastic wise food cultural etc,1,-1,-1
around walk delight,1,-1,-1
good coffee darwin sandwiches,1,-1,-1
min square,1,-1,-1
walkable perfect walking town distance,1,-1,-1
especially you flying,1,-1,-1
train lose be,1,-1,-1
great mix,1,-1,-1
so i home end walk able was great,1,-1,-1
best 5min stop walk less,1,-1,-1
!train away,1,-1,-1
very convenient charming houses,1,-1,-1
parks plenty,1,-1,-1
very charming market complete,1,-1,-1
easily p accessie,1,-1,-1
series next,1,-1,-1
which you you somewhere special are feel makes,1,-1,-1
really dangerous,1,2,-1
very visitors good,1,-1,-1
big park calm,1,-1,-1
predominantly by populated,1,-1,-1
you transportation relying,1,-1,-1
wildflowers,1,-1,-1
cute station,1,-1,-1
!we university far were,1,-1,-1
quiet town section,1,-1,-1
you account center get take want,1,-1,-1
center getting effortless exercise,1,-1,-1
13min station walk,1,-1,-1
great services foot access,1,-1,-1
so tasteful,1,-1,-1
aquarium away,1,-1,-1
exterior renovation,1,-1,-1
room very much is,1,-1,-1
it mbta away is,1,-1,-1
extremely questions helpful,1,-1,-1
us anywhere manner travel,1,-1,-1
just lots brilliant,1,-1,-1
easily foot reachable,1,-1,-1
workplace mile,1,-1,-1
perfect easy restaurants walking,1,-1,-1
sleepers problem,1,-1,-1
very check easy,1,-1,-1
excellent train block,1,-1,-1
so very easy access,1,-1,-1
we stay looking,1,-1,-1
good minute centre walk,1,-1,-1
it everywhere walking,1,-1,-1
conveniently t close,1,-1,-1
i home nights walk,1,-1,-1
good very convenient,1,-1,-1
my girlfriend had,1,-1,-1
excellent lines,1,-1,-1
kendall mit,1,-1,-1
dead night silent,1,-1,-1
excellent very restaurants close,1,-1,-1
extremely us close,1,-1,-1
60 built,1,-1,-1
perfect pretty sorts close,1,-1,-1
my early flight,1,-1,-1
!very animated,1,-1,-1
enough everything central,1,-1,-1
lovely foliage walks,1,-1,-1
stylish often tough dynamic,1,-1,-1
pleasant room,1,-1,-1
you there summer be happen,1,-1,-1
close families,1,-1,-1
very elective,1,-1,-1
soft sand,1,-1,-1
restaurants cuisines nearby plenty,1,-1,-1
convenient distances,1,-1,-1
great perfect boston location,1,-1,-1
previous reviews,1,-1,-1
pretty central quick newburyport dinner drive,1,-1,-1
local spots eat ideal,1,-1,-1
comfortable setting,1,-1,-1
you restaurants walk want,1,-1,-1
city numerous historical sites,1,-1,-1
beverly great,1,-1,-1
restaurants around amazing,1,-1,-1
my evening,1,-1,-1
leaves lots,1,-1,-1
our october stay,1,-1,-1
it only me noticeable was,1,-1,-1
coolest older folks,1,-1,-1
nice brookline part,1,-1,-1
windy storm,1,-1,-1
just short beach down walk,1,-1,-1
decent ubers around amount,1,-1,-1
exclusive one,1,-1,-1
it middle right be seemed,1,-1,-1
private inside,1,-1,-1
!hill middle,1,-1,-1
just rest wonderful,1,-1,-1
!first glance,1,-1,-1
many nice walks,1,-1,-1
i did expect,1,-1,-1
as other reviews say quiet,1,-1,-1
city away get,1,-1,-1
gen,1,-1,-1
both centre walk convenient,1,-1,-1
mailbox,1,-1,-1
close walking square distance,1,-1,-1
nature day be,1,-1,-1
away enjoy excellent,1,-1,-1
typical somerville,1,-1,-1
spot great wife choice,1,-1,-1
!quiet busy very t. close traffic,1,-1,-1
really quite place,1,-1,-1
great patio,1,-1,-1
we stores walk,1,-1,-1
square nearby etc,1,-1,-1
cafeterias,1,-1,-1
just safe,1,1,-1
apartments photos,1,-1,-1
convenient walking harvard distance,1,-1,-1
super lots busy,1,-1,-1
five ideal,1,-1,-1
right square next so nice restaurants mix,1,-1,-1
ballroom,1,-1,-1
even we back quite late came,1,-1,-1
very very safe space security,1,1,-1
dad run,1,-1,-1
my dad,1,-1,-1
fairly airport close,1,-1,-1
hill high,1,-1,-1
charming homes,1,-1,-1
gardner walk perfect,1,-1,-1
5/10min lot walk,1,-1,-1
residence-,1,-1,-1
cambridge outside,1,-1,-1
easy alewife very convenient walk,1,-1,-1
around it is walking,1,-1,-1
it parts looked,1,-1,-1
far downtown way,1,-1,-1
super mins walk convient,1,-1,-1
island sunrise,1,-1,-1
comfortable spotlessly clean beds bedrooms fans necessities refrigerator bay,1,-1,-1
you too thinking,1,-1,-1
myself cambridge visit,1,-1,-1
store stop,1,-1,-1
convenient beaches access,1,-1,-1
very visit ideal,1,-1,-1
anywhere we go looking ride,1,-1,-1
easy privacy plenty in,1,-1,-1
immaculate more clean,1,-1,-1
walking routes distance,1,-1,-1
good mit close,1,-1,-1
nice quiet austin downtown part,1,-1,-1
fantastic easy downtown car trip,1,-1,-1
what place special makes,1,-1,-1
very 8mins walk subway close,1,-1,-1
place them is,1,-1,-1
about as you harvard get close,1,-1,-1
our friends stay,1,-1,-1
shops only away block tons,1,-1,-1
very rte accessible,1,-1,-1
just short house walk,1,-1,-1
cambridge bike,1,-1,-1
around shops walk nice,1,-1,-1
house inside is,1,-1,-1
boston covering,1,-1,-1
boston close perfect,1,-1,-1
!find easy,1,-1,-1
free place,1,-1,-1
us around get use,1,-1,-1
great small portsmouth small beaches walkable drive drive,1,-1,-1
very quick train walk,1,-1,-1
walk easier,1,-1,-1
enough easy,1,-1,-1
too far area catch,1,-1,-1
sweetest,1,-1,-1
great easy walking attractions distance,1,-1,-1
lesley,1,-1,-1
you take sure,1,-1,-1
times reach easy,1,-1,-1
great very transportation convenience,1,-1,-1
too loudy,1,-1,-1
mid night,1,-1,-1
super you driving convenient,1,-1,-1
good much inside,1,-1,-1
slightly unlevel floors,1,-1,-1
which we us had suited,1,-1,-1
pretty efficient,1,-1,-1
many attractions very walkable,1,-1,-1
traditional brownstones,1,-1,-1
very easy campus walk,1,-1,-1
separate private needed spaces,1,-1,-1
!very center,1,-1,-1
nice forested path,1,-1,-1
i night travelled,1,-1,-1
central cambridge squares,1,-1,-1
really comfortable mattress,1,-1,-1
you you why there be want know,1,-1,-1
walks excellent,1,-1,-1
close portsmouth walk,1,-1,-1
amazing tables restaurants,1,-1,-1
when going,1,-1,-1
we even windows see,1,-1,-1
common car minutes minutes harvard walking,1,-1,-1
salem vacation,1,-1,-1
just fine very comfortable,1,-1,-1
typical maritime scenario,1,-1,-1
busy town hub,1,-1,-1
most mile,1,-1,-1
this special place stay,1,-1,-1
south boston end,1,-1,-1
very living convenient,1,-1,-1
very available overnight parking,1,-1,-1
so boston quickly i heard get easy,1,-1,-1
best park close part,1,-1,-1
quick train walk,1,-1,-1
perfect ride,1,-1,-1
!we city wedding ready get scrambling,1,-1,-1
cambridge away,1,-1,-1
ocean parks,1,-1,-1
just relaxing perfect,1,-1,-1
kitchen more,1,-1,-1
provincetown,1,-1,-1
especially bed,1,-1,-1
so so quiet,1,-1,-1
we wedding travel had,1,-1,-1
you hustle removed be want,1,-1,-1
desk large room,1,-1,-1
assessible,1,-1,-1
table really helps,1,-1,-1
great walking joe distance,1,-1,-1
restaurants menus,1,-1,-1
walking daughter distance,1,-1,-1
great several good nearby restaurants,1,-1,-1
only min pleasant walk,1,-1,-1
home day coming,1,-1,-1
rainy worth day,1,-1,-1
absolutely amazing host,1,-1,-1
you mit attending,1,-1,-1
station harvard convenient walk,1,-1,-1
enough where we easily there walk downtown close,1,-1,-1
far away quiet evening be enough,1,-1,-1
nearby ma salem,1,-1,-1
about everything distance,1,-1,-1
quick city transportation access,1,-1,-1
well restaurants close situated,1,-1,-1
it morning sleep one sensitive is hard,1,-1,-1
it very hospitals convenient was,1,-1,-1
so kind talking!all,1,-1,-1
these more,1,-1,-1
just business outside,1,-1,-1
!back come,1,-1,-1
really cool spot,1,-1,-1
particularly exploring,1,-1,-1
which shops full distance is,1,-1,-1
incredible only minute sq walk,1,-1,-1
super 95 convenient,1,-1,-1
shore all,1,-1,-1
its prime,1,-1,-1
quiet friendly style,1,-1,-1
magnificent good space condo family amount,1,-1,-1
itself spacious anything apartment,1,-1,-1
uber square were get easy,1,-1,-1
husband home,1,-1,-1
restful comfortable bed nights,1,-1,-1
great around minutes,1,-1,-1
beach portsmouth,1,-1,-1
so great-,1,-1,-1
short safe subway walk,1,1,-1
massachusetts coasts,1,-1,-1
full quick,1,-1,-1
our stay pleasure,1,-1,-1
me yard walk,1,-1,-1
back walking,1,-1,-1
better anything,1,-1,-1
very easy my movements,1,-1,-1
just 10min harvard walk,1,-1,-1
!which we stay prior made,1,-1,-1
apparently floods,1,-1,-1
very parents harvard visit good,1,-1,-1
colleague,1,-1,-1
you boston school going,1,-1,-1
it trips perfect,1,-1,-1
very easy road access,1,-1,-1
ample privacy,1,-1,-1
more new things,1,-1,-1
pois nearby lots,1,-1,-1
us carry,1,-1,-1
more i expected convenient,1,-1,-1
square awesome,1,-1,-1
walking city distance,1,-1,-1
night alarms,1,-1,-1
great super around trains get easy,1,-1,-1
comfortable features,1,-1,-1
fairly small,1,-1,-1
gorgeous historic center,1,-1,-1
wonderful lots downtown,1,-1,-1
super super convenient,1,-1,-1
it enter difficult,1,-1,-1
nice elevator,1,-1,-1
accommodative,1,-1,-1
evenning,1,-1,-1
boston line going,1,-1,-1
local private beach,1,-1,-1
70,1,-1,-1
tad far mins,1,-1,-1
right fenway next,1,-1,-1
comfortable lodging boston,1,-1,-1
business type,1,-1,-1
really setting access easy,1,-1,-1
beautiful wooded setting,1,-1,-1
entire third house floor,1,-1,-1
chinese attractive,1,-1,-1
walkable around cafes,1,-1,-1
t proximity,1,-1,-1
you looking is,1,-1,-1
cambridge events,1,-1,-1
!communication,1,-1,-1
mild temperature,1,-1,-1
train block is,1,-1,-1
we ever needed ask sure,1,-1,-1
easy walking couple access,1,-1,-1
just promised,1,-1,-1
just quick bus walk,1,-1,-1
it real relax gem,1,-1,-1
walk subway,1,-1,-1
davis spots,1,-1,-1
colleges visiting,1,-1,-1
easy striking distance,1,-1,-1
great away station,1,-1,-1
groceries great,1,-1,-1
min nearby,1,-1,-1
lite bite,1,-1,-1
visitors anywhere,1,-1,-1
accommodation everything,1,-1,-1
airport walking get,1,-1,-1
really smoothly,1,-1,-1
relaxation perfect,1,-1,-1
us all walk,1,-1,-1
!guests,1,-1,-1
really st which convenient is closed,1,-1,-1
corner heart,1,-1,-1
amazing town,1,-1,-1
you definitely have,1,-1,-1
18th century,1,-1,-1
pretty good mins,1,-1,-1
quick airport links access,1,-1,-1
it away woods tucked,1,-1,-1
best close balance,1,-1,-1
modern feel,1,-1,-1
quick stores away drive,1,-1,-1
they lap 're,1,-1,-1
historical windows touches character,1,-1,-1
absolutely immaculate,1,-1,-1
even it photos looks nicer,1,-1,-1
well commuting-- suited,1,-1,-1
full foliage advantage,1,-1,-1
great madness away,1,-1,-1
as it get good,1,-1,-1
popular hotels,1,-1,-1
very restful feel,1,-1,-1
basically bordering,1,-1,-1
airport uber access,1,-1,-1
to easy,1,-1,-1
great ave close,1,-1,-1
shops sq cafes,1,-1,-1
brandeis- us perfect drive,1,-1,-1
waltham venue,1,-1,-1
i harvard attending,1,-1,-1
those desirable,1,-1,-1
about mall drive,1,-1,-1
enter,1,-1,-1
around get perfect,1,-1,-1
quiet boston suburb,1,-1,-1
spreading,1,-1,-1
necessity,1,-1,-1
enough all close being,1,-1,-1
easily stores items accessible,1,-1,-1
you mins downtown,1,-1,-1
whole weekend,1,-1,-1
nearby wedding,1,-1,-1
things walking,1,-1,-1
!ideal we walk mention,1,-1,-1
very group convenient,1,-1,-1
especially it so airport close was,1,-1,-1
beautiful right river next,1,-1,-1
i need access able was,1,-1,-1
tourist it harvard close 's great,1,-1,-1
very good yard minutes,1,-1,-1
great city row walkable uber,1,-1,-1
airport close night,1,-1,-1
great light deal,1,-1,-1
!however it lives sure,1,-1,-1
!just short bus away trip,1,-1,-1
!to everything far,1,-1,-1
nice only short water beach walk walk,1,-1,-1
right center opposite,1,-1,-1
my experience more interesting,1,-1,-1
plymouth great,1,-1,-1
hosts talk sleep ready,1,-1,-1
hosts talk,1,-1,-1
around in blocks walk,1,-1,-1
really amazing shop away blocks,1,-1,-1
idyllic very beautiful,1,-1,-1
boston- all,1,-1,-1
!as we hoped safe,1,2,-1
patrols safer,1,-1,-1
quick towns access,1,-1,-1
quite stop convenient,1,-1,-1
bathroom too sink it ’s use,1,-1,-1
game fenway going,1,-1,-1
also easy transportation access,1,-1,-1
bench,1,-1,-1
well needs stay suited,1,-1,-1
super convenient matthew steps everything super arrival easy made,1,-1,-1
great nice away starbucks restaurants,1,-1,-1
space tight,1,-1,-1
entire trail,1,-1,-1
trip very special,1,-1,-1
too enough stores walk close great,1,-1,-1
you hidden want,1,-1,-1
what one seals,1,-1,-1
spaciousness,1,-1,-1
lidia,1,-1,-1
really good convenient,1,-1,-1
very quiet residential,1,-1,-1
concern little,1,-1,-1
station restaurants nearby walk,1,-1,-1
!sleep,1,-1,-1
we nec visiting,1,-1,-1
station expected far,1,-1,-1
!his directions,1,-1,-1
yard access,1,-1,-1
great very bay close,1,-1,-1
noise- walls are,1,-1,-1
transportation cute,1,-1,-1
safe cleam,1,1,-1
ing downtown,1,-1,-1
simple clean bathroom room,1,-1,-1
square centre,1,-1,-1
fabulous just 128/95 seconds,1,-1,-1
pretty stores good,1,-1,-1
pretty okay,1,-1,-1
public links transport,1,-1,-1
too far harvard walk,1,-1,-1
mini etc table,1,-1,-1
dishwashers,1,-1,-1
playground friendly family,1,-1,-1
amazing easy common walk,1,-1,-1
solo female traveler,1,-1,-1
mit go easy,1,-1,-1
tram away,1,-1,-1
watertown closer,1,-1,-1
transportation quick,1,-1,-1
express proximity,1,-1,-1
ten,1,-1,-1
bay border,1,-1,-1
sightseeing prefect,1,-1,-1
very feasible,1,-1,-1
short some away drive,1,-1,-1
together years come,1,-1,-1
foods minutes,1,-1,-1
t very easy getting,1,-1,-1
very charming way,1,-1,-1
highly convenient very giving transport close,1,-1,-1
two comfortable,1,-1,-1
group anyone,1,-1,-1
perfectly picturesque,1,-1,-1
harvard walk easy was,1,-1,-1
safe just quick cheap bars ride,1,1,-1
so i really enjoyed overall,1,-1,-1
excellent street sits,1,-1,-1
eye walk,1,-1,-1
quick foods walk,1,-1,-1
victorians full,1,-1,-1
many markets,1,-1,-1
control easy,1,-1,-1
entirely unsafe,1,2,-1
subway use really easy,1,-1,-1
morning departure,1,-1,-1
real pleasure,1,-1,-1
short pond walk,1,-1,-1
especially damp,1,-1,-1
historically inclined,1,-1,-1
chinatown distance close,1,-1,-1
shore everything,1,-1,-1
hour evacuate,1,-1,-1
quick note,1,-1,-1
team shoots,1,-1,-1
typical lots weatherboard,1,-1,-1
about historical sites,1,-1,-1
t. accessible,1,-1,-1
my old daughter,1,-1,-1
nearby camp,1,-1,-1
classic access experience,1,-1,-1
very appreciable,1,-1,-1
town far,1,-1,-1
just line stop,1,-1,-1
just minute path walk,1,-1,-1
sights get easy,1,-1,-1
many great restaurants stores,1,-1,-1
demaino,1,-1,-1
priceless glory display view,1,-1,-1
radiators older,1,-1,-1
very all are charming,1,-1,-1
quietly beautiful,1,-1,-1
arlington convenient,1,-1,-1
concord out,1,-1,-1
few water blocks,1,-1,-1
boston t eclectic nearby shops full street pleasant network,1,-1,-1
number nice,1,-1,-1
you shopping go like,1,-1,-1
beautiful enya,1,-1,-1
highest quality,1,-1,-1
us university quickly get,1,-1,-1
straight station walk,1,-1,-1
instructions described,1,-1,-1
which why i pay willing was is,1,-1,-1
it too far landmarks away is,1,-1,-1
barely edge walk,1,-1,-1
incredibly short salem drive,1,-1,-1
why we chose,1,-1,-1
only draw,1,-1,-1
full basement,1,-1,-1
great our stay,1,-1,-1
expected batter,1,-1,-1
so turnpike close easy boston very quiet drive,1,-1,-1
project part,1,-1,-1
great near restaurants lots,1,-1,-1
small kitchen used,1,-1,-1
box offer,1,-1,-1
sizeable fridge own here comes,1,-1,-1
mike holy canoli pastry,1,-1,-1
!great downtown far terrible,1,-1,-1
you it be think,1,-1,-1
our first tour stop,1,-1,-1
beams beautiful,1,-1,-1
!its sq walkable,1,-1,-1
great easy transit access,1,-1,-1
most certainly,1,-1,-1
listing everything,1,-1,-1
bunch amazing,1,-1,-1
you really alone way feel,1,-1,-1
newly renovated very boston convenient bathroom,1,-1,-1
wherever you salem go want walking,1,-1,-1
st away is,1,-1,-1
it best,1,-1,-1
fun one,1,-1,-1
it only minutes line walk is,1,-1,-1
!accessibility terms,1,-1,-1
!big groups,1,-1,-1
refrigerator nice,1,-1,-1
perfect-- convenient walking street distance,1,-1,-1
you heading beat hard,1,-1,-1
really rbeautiful,1,-1,-1
easy walking store distance,1,-1,-1
boston squares,1,-1,-1
fine amenities,1,-1,-1
square access superb,1,-1,-1
very everywhere boston go convenient,1,-1,-1
unknown,1,-1,-1
many restaurants choices,1,-1,-1
main place attractions,1,-1,-1
local recommendations,1,-1,-1
our salem time,1,-1,-1
everything easily accessible was,1,-1,-1
our biannual trips,1,-1,-1
dark iffy,1,2,-1
groups issue,1,-1,-1
gloucester restaurants,1,-1,-1
broadway parallel,1,-1,-1
old house feel,1,-1,-1
quiet transportation access,1,-1,-1
too you body there lives think quiet,1,-1,-1
!friendliest,1,-1,-1
specially i had,1,-1,-1
!guests those,1,-1,-1
rapid gentrification,1,-1,-1
classic victorian style,1,-1,-1
it distance all was incredible,1,-1,-1
old up,1,-1,-1
great family relax perfect catch,1,-1,-1
really great minutes station walk,1,-1,-1
little attention,1,-1,-1
top level,1,-1,-1
everywhere access easy,1,-1,-1
great room price,1,-1,-1
it very those easy making,1,-1,-1
!campus blocks,1,-1,-1
perfect easily things accessible,1,-1,-1
very in means stay difficult,1,-1,-1
other means,1,-1,-1
bar hop,1,-1,-1
great easy boston access,1,-1,-1
target convenient,1,-1,-1
very shops lovely,1,-1,-1
one stop,1,-1,-1
unbeatable highly recommend,1,-1,-1
your trail quest,1,-1,-1
we ourselves shipyard enjoy walking found,1,-1,-1
me schools go,1,-1,-1
exceptional host,1,-1,-1
we uber,1,-1,-1
attribute,1,-1,-1
best kept secret,1,-1,-1
it memorable make,1,-1,-1
subway only about walk jump perfect,1,-1,-1
just about anything,1,-1,-1
st bay,1,-1,-1
easy ferry,1,-1,-1
you that sensitive are,1,-1,-1
!when you complexities deal want,1,-1,-1
i taking,1,-1,-1
mostly hispanic,1,-1,-1
beautiful cambridge city,1,-1,-1
absolutely warm,1,-1,-1
bikable,1,-1,-1
little center removed,1,-1,-1
cove,1,-1,-1
walking couple distance,1,-1,-1
wonderful boston experience,1,-1,-1
close square walk,1,-1,-1
really needs great,1,-1,-1
cleanliness 3/5,1,-1,-1
easy walking options distance,1,-1,-1
loud traffic experience,1,-1,-1
hill base,1,-1,-1
our dog chase great,1,-1,-1
very short t. away walk,1,-1,-1
here again when i boston ’m staying,1,-1,-1
public bus blocks transportation,1,-1,-1
popular sights,1,-1,-1
stop access,1,-1,-1
reasonable walking shopping distance,1,-1,-1
perfect needs match,1,-1,-1
it questions convenient,1,-1,-1
harvard away station,1,-1,-1
far enough path away,1,-1,-1
nice suburb,1,-1,-1
comfortable city stay,1,-1,-1
boston high prices,1,-1,-1
perfect center walk,1,-1,-1
easy trip,1,-1,-1
!my old gps,1,-1,-1
plots,1,-1,-1
super suggestions helpful,1,-1,-1
especially how close it center is considering,1,-1,-1
!phone,1,-1,-1
!their room,1,-1,-1
stay prepared,1,-1,-1
full restaurants,1,-1,-1
24-hour italian bakery,1,-1,-1
modern simple apartments,1,-1,-1
allston gives,1,-1,-1
terrific as well theater,1,-1,-1
fairly save appeal,1,-1,-1
park next nice,1,-1,-1
few steps,1,-1,-1
just was,1,-1,-1
drafty,1,-1,-1
believed seen,1,-1,-1
beaches block,1,-1,-1
very straight forward,1,-1,-1
huge factor,1,-1,-1
tramway close,1,-1,-1
bodegas,1,-1,-1
good- walking starbucks distance,1,-1,-1
very park walkable,1,-1,-1
development lots,1,-1,-1
you harvard days go have,1,-1,-1
enough downtown check walk close,1,-1,-1
it portsmouth bop easy,1,-1,-1
wealthy town history,1,-1,-1
several great shops,1,-1,-1
city transportation center,1,-1,-1
very story close,1,-1,-1
anne hospitality,1,-1,-1
this positive experience,1,-1,-1
cityscape oasis,1,-1,-1
!rockport far,1,-1,-1
my uber rides,1,-1,-1
we day needed,1,-1,-1
really fridenly,1,-1,-1
parking nearby lots,1,-1,-1
us boston take,1,-1,-1
major hubs,1,-1,-1
which it easy boston get was suited,1,-1,-1
trips- lots,1,-1,-1
harbour distance,1,-1,-1
centrum,1,-1,-1
house room,1,-1,-1
personal items,1,-1,-1
everything described space,1,-1,-1
very nice very well located,1,-1,-1
breakfast included,1,-1,-1
our friends getaway,1,-1,-1
kitchen books,1,-1,-1
right pond across,1,-1,-1
!mit go,1,-1,-1
!mit,1,-1,-1
easy host access,1,-1,-1
!child better,1,-1,-1
type perfect,1,-1,-1
sonia live venue,1,-1,-1
boston spending,1,-1,-1
so market convient,1,-1,-1
girl alone travel,1,-1,-1
when we navigate learning,1,-1,-1
t. great overall experience,1,-1,-1
my seaport work,1,-1,-1
quick drivers access,1,-1,-1
minutes mit walk,1,-1,-1
deep impressive,1,-1,-1
easy full exploration,1,-1,-1
lovely transportation access,1,-1,-1
incredibly sweet,1,-1,-1
very garden walkable,1,-1,-1
easy t access walk,1,-1,-1
still highly accessible being,1,-1,-1
!nearly as they warned find difficult,1,-1,-1
easy enty,1,-1,-1
!it halfway comfortable,1,-1,-1
space amenities stylish,1,-1,-1
only short train away walk,1,-1,-1
bicycling fantastic,1,-1,-1
wonderful heart right,1,-1,-1
restaurants close spot,1,-1,-1
absolutely very close marina walk stunning,1,-1,-1
it shops close is,1,-1,-1
sea view close,1,-1,-1
our family getaway,1,-1,-1
very step helpful,1,-1,-1
10mt ride,1,-1,-1
short newberryport walks,1,-1,-1
fully experience,1,-1,-1
somerville close,1,-1,-1
atlantic,1,-1,-1
melrose close,1,-1,-1
good only minute t walk,1,-1,-1
tourists want,1,-1,-1
everywhere walk wonderful,1,-1,-1
uber friendly address,1,-1,-1
great too quiet street,1,-1,-1
lots explore,1,-1,-1
good corner restaurants,1,-1,-1
it window runs,1,-1,-1
wonderful bars,1,-1,-1
walkable store,1,-1,-1
night resident,1,-1,-1
somewhat rugged,1,-1,-1
you bent need are,1,-1,-1
very safe door codes,1,1,-1
quite near,1,-1,-1
where my daughter husband lives,1,-1,-1
top knot,1,-1,-1
beautiful city back scenery,1,-1,-1
also stop,1,-1,-1
food trips,1,-1,-1
early very easy trips,1,-1,-1
!number far,1,-1,-1
just short drag walk rockport,1,-1,-1
short providence drive,1,-1,-1
easy out check,1,-1,-1
great right shops next,1,-1,-1
really nice feel,1,-1,-1
boston nearby,1,-1,-1
!awful,1,-1,-1
transitional one,1,-1,-1
quite airport closed,1,-1,-1
it harvard takes,1,-1,-1
line line,1,-1,-1
next park door,1,-1,-1
superlative,1,-1,-1
pru close,1,-1,-1
t. steps,1,-1,-1
this very boys accommodating,1,-1,-1
great pizza,1,-1,-1
calzones,1,-1,-1
minute stops walk,1,-1,-1
harvard good,1,-1,-1
good cambridge links,1,-1,-1
excellent night sleep,1,-1,-1
you boston commuting,1,-1,-1
run great,1,-1,-1
ideal pad,1,-1,-1
his note,1,-1,-1
!good boston far,1,-1,-1
to anywhere close,1,-1,-1
remarkably amenities quiet,1,-1,-1
so many boston parts,1,-1,-1
apartment good value,1,-1,-1
!prior,1,-1,-1
very familiar,1,-1,-1
square mins,1,-1,-1
many which restaurants,1,-1,-1
too have nice,1,-1,-1
offer happy,1,-1,-1
internal door staircase,1,-1,-1
right yard minutes,1,-1,-1
beginning find hard,1,-1,-1
side water,1,-1,-1
amazing coffee,1,-1,-1
nice square,1,-1,-1
!you heart spend planning,1,-1,-1
all equipment well working,1,-1,-1
car need,1,-1,-1
mit tv,1,-1,-1
!i that was drive,1,-1,-1
okie,1,-1,-1
inn,1,-1,-1
great adventures spot,1,-1,-1
!even better,1,-1,-1
perfect restaurants mix,1,-1,-1
it late our flight delayed check easy,1,-1,-1
super deer quiet,1,-1,-1
we city suburb were,1,-1,-1
!as i it would expected secure,1,-1,-1
very centre convenient,1,-1,-1
spots closed,1,-1,-1
us beautiful were,1,-1,-1
main subway,1,-1,-1
easy short airport taxi stop,1,-1,-1
probably walk,1,-1,-1
overall terms,1,-1,-1
!so beautiful,1,-1,-1
great just short portsmouth drive,1,-1,-1
accommodations roomy were,1,-1,-1
easy him access,1,-1,-1
redline walk,1,-1,-1
it very t close advertised was,1,-1,-1
this very nice trip rental,1,-1,-1
also conveniently located,1,-1,-1
which important especially you 're is,1,-1,-1
walking eg distance,1,-1,-1
several restaurants nearby shops,1,-1,-1
very preserve quiet,1,-1,-1
i boston working,1,-1,-1
it around travel easy,1,-1,-1
only about train walk,1,-1,-1
foot means,1,-1,-1
just awesome manchester minutes,1,-1,-1
you always have,1,-1,-1
!better restaurants walkable,1,-1,-1
quiet shops access,1,-1,-1
you woods do,1,-1,-1
me my work done get,1,-1,-1
shows perfect,1,-1,-1
beach phenomenal,1,-1,-1
very convenient 5min walk less place,1,-1,-1
critical cynthia is,1,-1,-1
excellent just short station walk,1,-1,-1
reasonable boston ride,1,-1,-1
nice laundry,1,-1,-1
really lake nice,1,-1,-1
then one stop,1,-1,-1
!so sleeping was,1,-1,-1
everyday life,1,-1,-1
hours honk,1,-1,-1
fun old good food boston,1,-1,-1
simplicity,1,-1,-1
very clean apartment,1,-1,-1
flashing giant speaker,1,-1,-1
mexican music,1,-1,-1
1am,1,-1,-1
so arrival accessible,1,-1,-1
somewhat brighton close,1,-1,-1
subway min,1,-1,-1
cool town,1,-1,-1
only park drive,1,-1,-1
reservoir trail minutes,1,-1,-1
really as many restaurants distance are convenient,1,-1,-1
enough i safe coming home alone night late felt busy,1,1,-1
restaurants mile,1,-1,-1
extremely salem convenient,1,-1,-1
shops plenty walk,1,-1,-1
quite away,1,-1,-1
italy walkable,1,-1,-1
great about subway walk,1,-1,-1
pretty options cool,1,-1,-1
foot explore get easy,1,-1,-1
both quickly city get excellent,1,-1,-1
wonderful far transport away,1,-1,-1
it cities one,1,-1,-1
options pizza sushi connected,1,-1,-1
brewery walk,1,-1,-1
why it cost,1,-1,-1
boston other boroughs,1,-1,-1
boston make,1,-1,-1
ps,1,-1,-1
even where catch,1,-1,-1
