word,freq,sentiment_category
enough bedrooms,1,-1
us situated,1,-1
!situated bird,1,-1
downton,1,-1
train airport,1,-1
block metro,1,-1
perfect walking distance college,1,-1
our time boston wonderful,1,-1
min then minutes station then train boston,1,-1
my visit cambridge,1,-1
unbeatable convenient,1,-1
close enough schools,1,-1
better cambridge,1,-1
their own business,1,-1
very helpful accommodate,1,-1
jam packed things,1,-1
great about drive campus,1,-1
getting boston very accessible,1,-1
quick access boston bus,1,-1
terms close,1,-1
very ideally,1,-1
great tour,1,-1
quite good restaurants,1,-1
easy in,1,-1
awesome close salem,1,-1
my commute city short,1,-1
i moving here,1,-1
directly opposite tracks,1,-1
chris,1,-1
only several stops part,1,-1
quiet residential part boston,1,-1
umbrellas,1,-1
it really easy get around real close trains,1,-1
convenient interstate,1,-1
recommendations dining,1,-1
little ways boston,1,-1
great minutes about,1,-1
you are literally row water,1,-1
located close station,1,-1
public transportation are all right nearby,1,-1
excellent literally away station,1,-1
easy commute so much more economical,1,-1
very good go watch,1,-1
steps subway stop,1,-1
attentive questions,1,-1
quiet part boston,1,-1
hard beat distance,1,-1
pretty bad shape,1,-1
just lots sights,1,-1
amazing really close square,1,-1
also blocks stores,1,-1
much smaller photos suggested,1,-1
quite secure doorman,1,-1
bellevue,1,-1
very smart terrace,1,-1
shampoo conditioner etc,1,-1
informative compendium information,1,-1
so central attractions,1,-1
beautiful displays,1,-1
it breeze check,1,-1
right across commons,1,-1
great convenient sights,1,-1
small hidden oasis too far centre,1,-1
really clam place described ad,1,-1
short trip boston,1,-1
links distance,1,-1
u quiet,1,-1
!sherry even have,1,-1
restful spot cambridge,1,-1
it was close beach,1,-1
!so far station,1,-1
fantastic very close beach,1,-1
home very clean,1,-1
nothing short spectacular,1,-1
visiting cambridge mit walk campus,1,-1
nice quite one,1,-1
i had work cambridge,1,-1
its short walk clubs,1,-1
also short walk station,1,-1
occasional ambulance pass,1,-1
mile stops,1,-1
great minutes walk,1,-1
amazing very close square,1,-1
you going be out,1,-1
mornings evenings,1,-1
was view,1,-1
being eat evening,1,-1
added attraction families,1,-1
short walk experience,1,-1
very well connected boston line,1,-1
nice distance supermarkets,1,-1
dawn,1,-1
local pubs,1,-1
good night sleep had by,1,-1
access transit,1,-1
maximum pool,1,-1
great right near many great restaurants,1,-1
conference boston,1,-1
just short walk city,1,-1
perfect spot view,1,-1
!too challenging get,1,-1
opposed listing,1,-1
whole listing,1,-1
very comfortable view,1,-1
as depicted,1,-1
!straight in,1,-1
very small town feel,1,-1
stop aquarium,1,-1
main part town,1,-1
great be able enjoy door,1,-1
séjour,1,-1
very nice stay boston,1,-1
unbeatable beautiful brownstones everywhere,1,-1
!even walk street,1,-1
suggests,1,-1
even when my time changed,1,-1
excellent close trains,1,-1
easy travel harvard,1,-1
just quick walk line,1,-1
nice walk t.,1,-1
mansion,1,-1
it home week,1,-1
beautiful outside,1,-1
big back yard,1,-1
major advantage apartment,1,-1
plenty busses away,1,-1
you advertised,1,-1
our benefit,1,-1
top quiet,1,-1
pretty nice station,1,-1
mix people mix,1,-1
ideal cape season,1,-1
it was hard find close cape range,1,-1
many nice restaurant nearby,1,-1
us getting dayo generously made mornings,1,-1
great blocks stop,1,-1
very steep spiral staircase,1,-1
your convenience,1,-1
concert pavilion,1,-1
safe walk sunset,1,-1
relatively close station train,1,-1
backyard private,1,-1
beach is gorgeous,1,-1
perfect go anywhere boston system,1,-1
it convenient all,1,-1
snug people,1,-1
bye,1,-1
i recommend,1,-1
lots green,1,-1
easy walking distance rockport,1,-1
lovely there are,1,-1
smaill,1,-1
pretty far centre,1,-1
as advertised spacious,1,-1
jiff,1,-1
we coming welcome,1,-1
it is chinatown,1,-1
downtown financial part boston,1,-1
!my favourite,1,-1
stylishly updated,1,-1
few small shops,1,-1
my meetings harvard,1,-1
wonderful close sq,1,-1
especially there is,1,-1
meter water,1,-1
though so light sleepers want take account,1,-1
truly amazing terms,1,-1
!variety things,1,-1
single night weekdays,1,-1
fairly accessible airport rail,1,-1
foodcourt,1,-1
!which is quite strange,1,-1
!quite strange,1,-1
lot options close school,1,-1
quick walk lines,1,-1
great as well floor,1,-1
our outing,1,-1
super convenient anyone,1,-1
very close hub,1,-1
supercool rooftop,1,-1
!eerily silent,1,-1
perfect access hospitals,1,-1
convenient heading,1,-1
its own personal lock door,1,-1
unreal super ideal someone,1,-1
business purposes,1,-1
close r.i,1,-1
!our plans mattapoisett,1,-1
your way england,1,-1
historic village,1,-1
very nice path,1,-1
wonderful space,1,-1
it easy get ever we had go,1,-1
our stay great,1,-1
very convenient hynes,1,-1
well equipped laundry,1,-1
middle downtown next commons,1,-1
wake once night,1,-1
amazing jus,1,-1
downtown night,1,-1
quite convenient transit,1,-1
all was ditance,1,-1
check very easy,1,-1
mad,1,-1
his space,1,-1
notable,1,-1
you like get shopping done you just looking night,1,-1
head boston,1,-1
its pretty far boston ride,1,-1
stable temperature,1,-1
low noise,1,-1
!so far waltham,1,-1
just short ride square,1,-1
local perspective,1,-1
lots activity college,1,-1
boston station,1,-1
independent bookstore theater,1,-1
completely safe walk late night,1,-1
very convenient business,1,-1
extremely good minutes st.,1,-1
30mim walk etc,1,-1
we study,1,-1
young kids,1,-1
main stack runs bedroom you hear shower are only,1,-1
only small walk away square,1,-1
beautiful outdoors,1,-1
right square,1,-1
vary,1,-1
closed university,1,-1
decent walk environs,1,-1
quite convenient corner,1,-1
great safe walk around night,1,-1
perfectly quiet indoors,1,-1
mildly quiet,1,-1
occasional sirens,1,-1
key fob,1,-1
extra fan,1,-1
very convenient only few station downtown,1,-1
basically anywhere,1,-1
it did,1,-1
very tight parking,1,-1
relatively close harvard,1,-1
min square,1,-1
great minutes subway,1,-1
min brewery,1,-1
one stays,1,-1
subdway,1,-1
ideal spots,1,-1
weekend halloween,1,-1
easy walk beach lane,1,-1
just description says,1,-1
convenient walk walgreen,1,-1
it very easy experience,1,-1
common walk t.,1,-1
us fit,1,-1
!better spot city,1,-1
perched top,1,-1
so good we walked everywhere,1,-1
great great great,1,-1
outstanding hospitality,1,-1
stelle,1,-1
gentile,1,-1
quiet great spot hill,1,-1
is cute,1,-1
great central location what,1,-1
hill everything,1,-1
which comes issues,1,-1
beautiful day,1,-1
good trip,1,-1
just remember you get you pay,1,-1
point lots distance,1,-1
my short stay boyfriend,1,-1
!quite convenient,1,-1
!subway,1,-1
huge highlight,1,-1
rising,1,-1
exploring easier,1,-1
amazing much,1,-1
very easy walk berklee,1,-1
so close shopping,1,-1
it puts heart,1,-1
just steps stores,1,-1
quiet cons experienced issues conditioning units fit,1,-1
loud one nights,1,-1
very good supermarket short walk away,1,-1
close distance boston,1,-1
when we got later expected,1,-1
large trees landscaping,1,-1
conference centre,1,-1
be bad,1,-1
plenty local restaurants,1,-1
great it is right by,1,-1
one very nice,1,-1
gym floor,1,-1
prime view,1,-1
!too far gloucester,1,-1
our active family adults,1,-1
get away vacation,1,-1
very conveniently located close downtown,1,-1
best spots city drive,1,-1
convenient town car,1,-1
good day,1,-1
really pleasant everything,1,-1
best boston you easily get everywhere,1,-1
key minute walk foods,1,-1
fabulous conference,1,-1
conveniently short ride downtown,1,-1
what sets apart others,1,-1
kid friendly,1,-1
close walgreen,1,-1
everything even walk clinic away,1,-1
excellent right heart,1,-1
great comfy bed,1,-1
good conversation,1,-1
quite very nice steps home,1,-1
continuing,1,-1
us driving,1,-1
beautiful very closely located venue wedding,1,-1
diane,1,-1
stylish brown stone walking minutes square,1,-1
different times day,1,-1
too ideal,1,-1
really empty,1,-1
house was distance,1,-1
good site,1,-1
older apartment updated,1,-1
just bedroom house,1,-1
close walk store,1,-1
my meetings hchc,1,-1
lovely feeling it,1,-1
fairly strong smell,1,-1
home england,1,-1
!t is fat walk,1,-1
gorgeous lots,1,-1
classic looking,1,-1
trouble door,1,-1
restaurants walgreens,1,-1
away attractions when using,1,-1
where most action happens,1,-1
nosier we expected,1,-1
musicians--,1,-1
very convenient stores away,1,-1
convenient enough driving boston is,1,-1
lovely stay in,1,-1
even it was close action,1,-1
young lot students,1,-1
literally walk fenway,1,-1
away direction,1,-1
so convenient fenway,1,-1
wonderful very friendly,1,-1
perfect week,1,-1
counter grill,1,-1
perfect best deal cambridge,1,-1
!short 15min walk square,1,-1
away universities,1,-1
pretty located,1,-1
stated stations,1,-1
stately old wooden houses,1,-1
especially boston is very walkable,1,-1
be so,1,-1
particularly you ’re interested,1,-1
new england style boston,1,-1
close enough walk just about everywhere,1,-1
full nature,1,-1
perfect super close airport,1,-1
wedding groton,1,-1
quite good minutes mit,1,-1
decent way,1,-1
!this take long,1,-1
very convenient plans,1,-1
amazing views city,1,-1
lads informed,1,-1
excellent very secure,1,-1
exactly right stay,1,-1
very public transit accessible,1,-1
quiet convenient access metro,1,-1
so perfect those,1,-1
especially you come winter,1,-1
wide variety travelers,1,-1
i wanted visit close,1,-1
bleak,1,-1
extremely close hospitals,1,-1
great responses,1,-1
incredible value,1,-1
any things,1,-1
especially you need be close facilities,1,-1
issue main,1,-1
certain amount noise,1,-1
key attributes unit,1,-1
knitting,1,-1
very very close center,1,-1
!you stay hill,1,-1
incredibly convenient being street,1,-1
so great heart,1,-1
so perfect dining,1,-1
family friendly,1,-1
my entire stay,1,-1
our stay here,1,-1
remote feeling,1,-1
infectious,1,-1
eataly,1,-1
perfect so close station,1,-1
extremely convenient very close t,1,-1
other bnbs future,1,-1
!convenient too far station close campuses,1,-1
supplies s’mores,1,-1
lovely street bookshops,1,-1
tons foods,1,-1
perfectly ideal,1,-1
very convenient quick,1,-1
close train park,1,-1
easy access jp lots,1,-1
amazing being right across fenway,1,-1
you coming town catch,1,-1
excellent get davis square,1,-1
welcome packet full directions,1,-1
!more perfect convenient,1,-1
only 20 stay,1,-1
reasonable walking distance parks,1,-1
seeing city easy,1,-1
city easy,1,-1
quite toasty,1,-1
your homebase,1,-1
very very well,1,-1
our stay questions,1,-1
approachable rail,1,-1
!being less station,1,-1
lot shops around,1,-1
us-- blocks daughter,1,-1
day ahead,1,-1
our beach stay,1,-1
our family access,1,-1
conference square,1,-1
logistically,1,-1
great quick access downtown,1,-1
trendy end,1,-1
which explains,1,-1
it easy walk sites,1,-1
little rougher i used to,1,-1
!so central,1,-1
foot milena,1,-1
sweetly quiet,1,-1
great convenient subway,1,-1
perfect sleep day,1,-1
quiet filled one,1,-1
more suitable needs,1,-1
phenomenal host,1,-1
comfortable stay boat,1,-1
good good place,1,-1
it easy hop right on go downtown,1,-1
excellent very close line,1,-1
wide array restaurants,1,-1
completely gated,1,-1
wonderful very convenient,1,-1
you studying harvard,1,-1
rather old at all,1,-1
primary importance,1,-1
absolutely great minute,1,-1
few blocks apartment,1,-1
great very few blocks line,1,-1
you wanted visit,1,-1
10-min walk station,1,-1
beds were comfortable,1,-1
quick access t,1,-1
spot plenty,1,-1
exception airplanes,1,-1
our stay perfect,1,-1
goos,1,-1
great really nice visitors,1,-1
utilitarian,1,-1
stay boston we drove maine,1,-1
pretty pricey,1,-1
great points,1,-1
willing help anything,1,-1
thus privacy is room,1,-1
just luxury,1,-1
great station corner,1,-1
fairly close line,1,-1
!making boston,1,-1
especially good college our daughter attending,1,-1
great walking distance fenway,1,-1
see foot,1,-1
about hour boston,1,-1
it looks photos,1,-1
even when arriving back apartment late night,1,-1
nice minutes airport,1,-1
really convenient line,1,-1
!best suburb boston,1,-1
potty,1,-1
old crunchy leaves,1,-1
awesome very easy get,1,-1
very nice close square lot,1,-1
quiet easy walking distance spots,1,-1
just judging looks,1,-1
house even moreso,1,-1
you feel safe matter,1,-1
path square,1,-1
away restaurants stop,1,-1
reasonable walking distance square,1,-1
soothing,1,-1
exactly she describes,1,-1
perfect purposes,1,-1
wonderful access boston,1,-1
pretty good extremely close station,1,-1
outside alone,1,-1
everything walking,1,-1
busy weekend salem,1,-1
very convenient close salem,1,-1
my choice,1,-1
!any better view capitol room,1,-1
offering which was i wanted stay,1,-1
fairly easy walk restaurants,1,-1
easy access running,1,-1
close enough downtown still being away chaos,1,-1
one fitted,1,-1
!wonderful far downtown,1,-1
officers am wednesday,1,-1
easy access bunch,1,-1
rooms are average sized,1,-1
good trucks,1,-1
mike,1,-1
which makes everything easy access,1,-1
where you actually feel you miss you leave,1,-1
!i loved met person,1,-1
sedate,1,-1
incredible shades,1,-1
about walk festival,1,-1
very quite mellow,1,-1
it says it be,1,-1
people vacation,1,-1
it very nice evenings,1,-1
major businesses,1,-1
great hang as well,1,-1
great close hole,1,-1
get level,1,-1
positively,1,-1
terms cleanliness,1,-1
it was easy walk city time,1,-1
fairly large,1,-1
even is,1,-1
short walk galleries,1,-1
easily get places,1,-1
it was back,1,-1
doing center,1,-1
foot travel,1,-1
absolutely outstanding start,1,-1
accessible plenty,1,-1
minimal through traffic,1,-1
where we ate it surrounded by,1,-1
wonderful waterfront,1,-1
great walk downtown plenty,1,-1
very peaceful stay in,1,-1
conveniently close freeways,1,-1
just far enough you hear,1,-1
especially considering how perfect weather was,1,-1
fairly loud one,1,-1
i working,1,-1
amazing far wineries,1,-1
very clean towels,1,-1
exactly where we wanted go be,1,-1
!it is too far off,1,-1
wherever we wanted go,1,-1
excellent that,1,-1
so quiet you even hear birds singing,1,-1
awesome perks,1,-1
visitors car,1,-1
so much room,1,-1
wonderful take,1,-1
once there,1,-1
their binder,1,-1
cheap distance,1,-1
!as close i thought it be things,1,-1
nice fashioned houses,1,-1
be transition way,1,-1
renovations property,1,-1
excellent short walk trucks,1,-1
about drive downtown-,1,-1
few deer,1,-1
it ’s austin,1,-1
great distance anything,1,-1
old victorian historic district,1,-1
way little edgy funky full millionaires,1,-1
great walking distance downtown,1,-1
short walk away strip,1,-1
nice walking running trail,1,-1
!we want be directly middle,1,-1
it so really convenient get downtown,1,-1
excellent great aesthetic,1,-1
good mins center train,1,-1
mins domain great mall,1,-1
perfect right downtown,1,-1
why i chose stay here,1,-1
quick coffee starbucks,1,-1
their passion city,1,-1
stroll street,1,-1
bigger photos make it look,1,-1
we sometimes had,1,-1
get in car,1,-1
it very easy get downtown,1,-1
stop already visible doorstep,1,-1
12th,1,-1
quesadillas,1,-1
great about uber downtown,1,-1
easy access entirety,1,-1
just habit,1,-1
!restricted,1,-1
wonderful treasures,1,-1
just heads cars,1,-1
easy drive bars,1,-1
!too close traffic,1,-1
see family staying resort,1,-1
essentials use,1,-1
separate airbnb,1,-1
putting house us which was odd,1,-1
still short drive away stores,1,-1
full wonders,1,-1
lot peace,1,-1
just ride much everything,1,-1
tough find austin,1,-1
close enough everything away streets,1,-1
great very central river,1,-1
relaxing way,1,-1
convenient enough downtown,1,-1
certified green,1,-1
especially you like hike,1,-1
lovely backyard,1,-1
coffeeshop distance,1,-1
you plan downtown,1,-1
close enough downtown you get there minutes,1,-1
plenty deer,1,-1
amenities huge has,1,-1
really near university,1,-1
!quiet many other guests site,1,-1
!hustle city,1,-1
it easy walk lot,1,-1
full bathroom,1,-1
just blocks soco,1,-1
we utilized most,1,-1
up north,1,-1
minutes anywhere,1,-1
super close us,1,-1
drive away congress,1,-1
easy access rest car,1,-1
full refrigerator,1,-1
added,1,-1
little bit fit,1,-1
we liked it was quiet,1,-1
cocktail congress,1,-1
we came,1,-1
need updates,1,-1
great aspect apt,1,-1
still having do nearby,1,-1
honestly anywhere as long,1,-1
were fans room,1,-1
so unique so cozy,1,-1
very nice shop,1,-1
you going convention,1,-1
about drive airport away groceries,1,-1
20/30,1,-1
very lovely walks,1,-1
fasten austin,1,-1
few dollars,1,-1
your friend,1,-1
tons shops away,1,-1
comfortable heat,1,-1
wilh,1,-1
their lawns,1,-1
me stay them,1,-1
long drive downtown,1,-1
it took ut campus capital,1,-1
min university,1,-1
cabanas,1,-1
boardwalk water,1,-1
midst craziness,1,-1
it ’s super close stuff side,1,-1
pleasant escape heat,1,-1
randall,1,-1
perfect really central,1,-1
nearby stores away hotspots,1,-1
really peaceful white noise,1,-1
great travis,1,-1
lot wildlife,1,-1
very convenient lots spots,1,-1
that relied trip,1,-1
great outdoorsy,1,-1
quiet access way,1,-1
your alley,1,-1
wise downtown,1,-1
our books,1,-1
only ok,1,-1
point us,1,-1
!really usable,1,-1
perfect really close bars,1,-1
you looking hit trip,1,-1
only uber street,1,-1
us thru,1,-1
great spot walking,1,-1
everything is walk,1,-1
our favorite spots congress,1,-1
!attached garage,1,-1
i always appreciate,1,-1
which was very convenient,1,-1
it is close bu,1,-1
close general,1,-1
you forgot,1,-1
!you want be close park,1,-1
we needed be able cook,1,-1
some sparklers,1,-1
mildly sketchy,1,-1
peaceful warm spot,1,-1
!prettiest part austin,1,-1
it perfect spring when you actually want be outside day,1,-1
too close city,1,-1
accessible enough allow you stop in drop,1,-1
own,1,-1
plug,1,-1
still close lots,1,-1
plenty delicious restaurants,1,-1
austin ones,1,-1
it perfect retreat stay,1,-1
nearby however you need drive,1,-1
great wimberly,1,-1
!more perfect downtown,1,-1
galleria,1,-1
big central market few blocks local whole foods,1,-1
cherries top,1,-1
being town week,1,-1
week meetings,1,-1
exactly as advertised close anything,1,-1
everything was close,1,-1
quite safe students,1,-1
we stayed weeks,1,-1
it pretty obvious,1,-1
ramen,1,-1
we were able easily walk congress,1,-1
great minutes downtown race,1,-1
our eta pushed back,1,-1
pretty great drive tons close austin,1,-1
!it is close restaurants far downtown either,1,-1
!short stay especially you plan traveling around,1,-1
close enough wineries,1,-1
quite close walkable,1,-1
you doing downtown,1,-1
both beautiful,1,-1
well situated activities,1,-1
great check,1,-1
unique local businesses,1,-1
!you 're trailer,1,-1
kind of clean,1,-1
which makes you question,1,-1
very short lyft uber downtown,1,-1
walk away bars,1,-1
really cool changes,1,-1
walk core,1,-1
only walk st,1,-1
excellent slightly removed hustle,1,-1
several cafes distance,1,-1
exactly pictured hidden,1,-1
getting spots,1,-1
also providing,1,-1
just perfect that,1,-1
nice quiet part austin,1,-1
get downtown you driving,1,-1
they searched someone,1,-1
!great whole lot distance,1,-1
wedding was gardens,1,-1
keys seemed,1,-1
us save ubers,1,-1
very close avenue,1,-1
roughly $ ride downtown,1,-1
short lyft away,1,-1
us be together times,1,-1
described attentions water present,1,-1
tolerance noise,1,-1
mostly student,1,-1
what really did,1,-1
urban sanctuary,1,-1
great remote enough,1,-1
private meeting,1,-1
best attribute rental,1,-1
it is anywhere you want go austin,1,-1
slightly unconventional,1,-1
it nestled development,1,-1
exact reason,1,-1
away bike,1,-1
rather easy,1,-1
great just minutes downtown,1,-1
quiet section austin,1,-1
essential amenities stay,1,-1
!leading setting,1,-1
his tv,1,-1
just short drive wimberly,1,-1
peaceful escape,1,-1
priceless shops,1,-1
which was great yet,1,-1
easily enjoyable,1,-1
quiet congress,1,-1
we were able walk park minutes thus avoiding,1,-1
our dog roam around outside,1,-1
personal feel,1,-1
big help super easy,1,-1
closed there,1,-1
more stylish it popped,1,-1
incredibly close ut,1,-1
great place 2min walk,1,-1
interesting walks,1,-1
which was very pleasant sxsw,1,-1
fabulous minutes downtown,1,-1
safe parking premises,1,-1
seemingly minutes anything,1,-1
us get around all,1,-1
border park,1,-1
!away hustle,1,-1
our conversation,1,-1
move austin,1,-1
as great they say,1,-1
less desired,1,-1
short distance street perhaps walk,1,-1
everything shops distance,1,-1
negligible fares,1,-1
great just short walk shops,1,-1
far enough action,1,-1
ton options all around,1,-1
cute booklet,1,-1
ritual,1,-1
still close enough everything,1,-1
partying halls morning,1,-1
everything is close by,1,-1
pretty central airport,1,-1
great super easy zip,1,-1
minute uber logan,1,-1
walk line connections,1,-1
!it was down mural,1,-1
crazy month,1,-1
when you take,1,-1
hosts were very accommodating,1,-1
available enjoy days,1,-1
it great retreat life,1,-1
about minute walk heart,1,-1
which was important us my husband having,1,-1
close enough downtown be convenient,1,-1
avoiding having,1,-1
studio good size visitors,1,-1
which makes it hard see when you go corner night,1,-1
short drive away spots,1,-1
you need travel north domain,1,-1
you get here,1,-1
making trips,1,-1
sunken space,1,-1
so convenient we used arrival,1,-1
!factor,1,-1
typical architecture,1,-1
quite exotic architectural wonders,1,-1
full there be,1,-1
red couches,1,-1
makeup,1,-1
several restaurants walk,1,-1
open concept living room couch,1,-1
too mainstream,1,-1
up place,1,-1
as beautiful shown listing,1,-1
long weekend boston,1,-1
my cousins,1,-1
need paint,1,-1
label luxury,1,-1
!you mind being just outside core,1,-1
you plan view,1,-1
bit revamp,1,-1
it is very dark,1,-1
simple navigate,1,-1
!when we entered,1,-1
friends activities grills,1,-1
heart fun,1,-1
walking distance street bars,1,-1
throws gentrification,1,-1
short ride away everything,1,-1
!beat easy walking distance congress,1,-1
i get venture,1,-1
about uber,1,-1
great commute conferences,1,-1
great job heating,1,-1
quite nice tv,1,-1
away enough noise,1,-1
all which were really great,1,-1
very proximal venue,1,-1
restaurants cafes blocks,1,-1
so plenty space,1,-1
amazing sorts,1,-1
great parts,1,-1
nice restaurants walgreens,1,-1
!easy walking access all,1,-1
!it is city,1,-1
great walking distance campus,1,-1
rides spots,1,-1
you want conveniently explore,1,-1
great number bars,1,-1
walking distance great cafe,1,-1
best nap,1,-1
long while,1,-1
ideal criteria,1,-1
midst change,1,-1
quiet conveniently located first,1,-1
super accessible pretty much anywhere atx,1,-1
us come in day,1,-1
it sort of impossible get,1,-1
you trying stay congress,1,-1
comforting,1,-1
!extremely friendly,1,-1
wonderful quite respite businesses,1,-1
super cozy yet,1,-1
!all needs,1,-1
changing urban core,1,-1
short walk bunch,1,-1
further away downtown we thought,1,-1
pizza park,1,-1
your criteria,1,-1
do town,1,-1
it easy us visit being too far venue,1,-1
entire cottage,1,-1
rough spots,1,-1
!functional,1,-1
you are very close soco,1,-1
cool side,1,-1
absolutely worth visiting,1,-1
great perfect couples,1,-1
close 183,1,-1
about walk direction,1,-1
!safe group,1,-1
able seat,1,-1
at all being path,1,-1
so ideal it is unreal,1,-1
lots spots as well,1,-1
ried artifacts apartment chairs,1,-1
!noticeably,1,-1
little odd nice houses,1,-1
!so nice houses,1,-1
w/ via truck,1,-1
great wineries,1,-1
!as away town i thought it be,1,-1
i call there are,1,-1
when upstairs was warm,1,-1
be less comfortable,1,-1
several bars pinata taco stands nearby,1,-1
everything get away,1,-1
stand bamboo chamber,1,-1
you still feel,1,-1
pretty unique food,1,-1
walk able austin,1,-1
about 15mins,1,-1
outside madness,1,-1
us all hang,1,-1
access east,1,-1
right across franklin,1,-1
going south,1,-1
all qualities,1,-1
brewery things list,1,-1
items as well,1,-1
close enough things feel convenient,1,-1
general condition place,1,-1
their willingness,1,-1
close walk marcos,1,-1
palmer restaurant,1,-1
so incredibly diverse choices spots,1,-1
too cold sit,1,-1
!ideal me,1,-1
more accessible college,1,-1
it says,1,-1
ideal short walk congress,1,-1
great very safe people,1,-1
quite yet lively,1,-1
great too- corner spot,1,-1
min distance spots as well,1,-1
full galleries,1,-1
authentic italian restaurants,1,-1
magnificent bakeries,1,-1
convenient enough highway make commute easy,1,-1
!garage parking,1,-1
350sqft,1,-1
very well heated,1,-1
very near sq,1,-1
definitely bearable,1,-1
garrison,1,-1
vert,1,-1
curb,1,-1
unbeatable being bay,1,-1
mixed people,1,-1
!i used,1,-1
!i am spot,1,-1
passing,1,-1
revitalized,1,-1
!enough cool,1,-1
adventure austin,1,-1
perhaps bit quieter--,1,-1
big enough be,1,-1
!staying here,1,-1
!more trip,1,-1
great distance shops,1,-1
wonderful we walked pretty much everywhere,1,-1
close music,1,-1
garage only,1,-1
accessible front door,1,-1
hygienical,1,-1
seemed,1,-1
same furniture,1,-1
handful eateries distance,1,-1
!middle seaport,1,-1
great cyclists,1,-1
us short trip,1,-1
right there place,1,-1
quiet great parking,1,-1
fast commute attractions,1,-1
closeness,1,-1
so noisey sirens night,1,-1
fairly dirty,1,-1
!traveling alone night,1,-1
short drive heart options,1,-1
quiet check,1,-1
!busy weekend,1,-1
very entrance cod,1,-1
you really are heart,1,-1
their bathroom,1,-1
outs,1,-1
we hear us-,1,-1
task getting,1,-1
work together create,1,-1
just short lyft ride spots too,1,-1
our day trips house,1,-1
i needed south by,1,-1
walkable grocery,1,-1
quite dramatically,1,-1
really nonexistent,1,-1
even here,1,-1
quick ride lots,1,-1
quick access downtown entertainment,1,-1
floating covered deck,1,-1
dancing,1,-1
travels easy,1,-1
quiet coffee,1,-1
convenient there are nearby,1,-1
it was away domain,1,-1
which comforting,1,-1
stay flight,1,-1
first night especially,1,-1
make trip enjoyable experience,1,-1
trip enjoyable experience,1,-1
few steps museum,1,-1
about walk creamery,1,-1
save ubers,1,-1
erin,1,-1
minute drive away everything,1,-1
nice walk run,1,-1
be as well house is,1,-1
chavez st,1,-1
you 're right next campus,1,-1
outskirts towns,1,-1
den,1,-1
!you hoping tune river,1,-1
even closer it appeared map,1,-1
primo being,1,-1
accessibly,1,-1
perfection access,1,-1
fantastic event,1,-1
even you have walk station,1,-1
really nice bars corner,1,-1
it was close office,1,-1
deck table backyard,1,-1
overhead cover,1,-1
incredibly convenient lines,1,-1
ideal cota,1,-1
lots food close lines,1,-1
convenient break,1,-1
ottoman,1,-1
so quiet i sleep very well,1,-1
ie,1,-1
close enough downtown you have drive there headaches,1,-1
!to far either,1,-1
!it is literally middle,1,-1
you explore very well,1,-1
awesome walking distance store,1,-1
ride elsewhere city,1,-1
developing one austin,1,-1
good access campus,1,-1
it easy get everywhere uber,1,-1
it easy us go austin,1,-1
main bedroom,1,-1
ardorable,1,-1
where ton bars located,1,-1
very busy mornings,1,-1
quiet spot plenty,1,-1
awesome pool roof,1,-1
distance studio,1,-1
!travel get where we needed,1,-1
cute night,1,-1
!cuter trees,1,-1
perfect close congress,1,-1
just drive airport minutes street,1,-1
pretty central stuff,1,-1
music am,1,-1
busy day activities,1,-1
as long you staying austin,1,-1
even it is pretty close highway,1,-1
!close food,1,-1
very good night sleep,1,-1
parking there was,1,-1
!middle town,1,-1
us be ourselves,1,-1
practically short ride,1,-1
wonderfully peaceful,1,-1
only downer,1,-1
away juan,1,-1
mexican restaurant,1,-1
great drive away travis,1,-1
great short distance austin,1,-1
spacious hang,1,-1
lovely waterfall,1,-1
get around bars,1,-1
different bars,1,-1
dana we completely sold,1,-1
i doing there,1,-1
south side austin,1,-1
minutes marina,1,-1
you explore foot easily,1,-1
so great panera nearby,1,-1
just short minute walk center,1,-1
central ease,1,-1
quiet private oasis,1,-1
it worth staying there,1,-1
we were away park,1,-1
hugely convenient,1,-1
we were town reception,1,-1
which made dog walking very accessible,1,-1
too far parts,1,-1
long night town,1,-1
corner heb,1,-1
great interaction,1,-1
we definitely look stay here again future,1,-1
great close st,1,-1
main activity perfect,1,-1
keeping airport,1,-1
close entrance,1,-1
just couple miles,1,-1
ensuring adventures day,1,-1
you walk eateries mention being,1,-1
quick drive away congress,1,-1
!mention as well,1,-1
such friendly people,1,-1
walking path lake,1,-1
idle,1,-1
which was very nice us our car fully packed,1,-1
convienient everything,1,-1
first timers austin,1,-1
when i visited,1,-1
so easy carry matter,1,-1
be walkable,1,-1
genuinely central everything,1,-1
you walk anywhere,1,-1
far enough be private,1,-1
busy interstate,1,-1
very accurately,1,-1
close enough ride get we wanted where go,1,-1
sublime airport,1,-1
you have university,1,-1
junky,1,-1
you entered,1,-1
you want go acl,1,-1
pretty much all flat,1,-1
much less time,1,-1
!traveler,1,-1
quirky mix homes,1,-1
!larger people,1,-1
where i headed,1,-1
though far heart when walking heat,1,-1
really well located food,1,-1
minutes many,1,-1
see austin become famous,1,-1
!connection,1,-1
$ 5 ride,1,-1
full happy,1,-1
just minutes downtown plenty,1,-1
sorts adventures,1,-1
our quick stay springs,1,-1
it easy us get anywhere,1,-1
we wanted go austin,1,-1
ideal taking coffee,1,-1
very easy come,1,-1
barn,1,-1
name suggests,1,-1
pretty kind of tucked away,1,-1
perfect too-,1,-1
going really convenient,1,-1
